Name,Position,Height,Weight,Last Attended,Country
AJ Griffin,Forward,"'6'6""",220,Duke,USA
Adrian Griffin,Guard-Forward,"'6'5""",230,Seton Hall,USA
Blake Griffin,Forward,"'6'9""",250,Oklahoma,USA
Eddie Griffin,Forward,"'6'9""",222,Seton Hall,USA
Greg Griffin,Forward,"'6'7""",190,Idaho State,USA
Paul Griffin,Forward,"'6'9""",205,Western Michigan,USA
Taylor Griffin,Forward,"'6'7""",238,Oklahoma,USA
Darrell Griffith,Guard,"'6'4""",190,Louisville,USA
Chuck Grigsby,Guard,"'6'5""",190,Dayton,USA
Quentin Grimes,Guard,"'6'5""",210,Houston,USA
Derek Grimm,Forward,"'6'9""",230,Missouri,USA
George Grimshaw,Guard,"'6'1""",185,Brown,USA
Dick Groat,Guard,"'5'11""",180,Duke,USA
Bob Gross,Forward,"'6'6""",200,Long Beach State,USA
Jerry Grote,Guard,"'6'4""",215,Loyola-Marymount,USA
Alex Groza,Center,"'6'7""",218,Kentucky,USA
Anthony Grundy,Guard,"'6'3""",185,North Carolina State,USA
Ernie Grunfeld,Guard,"'6'6""",210,Tennessee,USA
Gene Guarilia,Forward,"'6'5""",220,George Washington,USA
Petur Gudmundsson,Center,"'7'2""",260,Washington,USA
Marko Guduric,Guard,"'6'6""",201,Fenerbahce,Serbia
Richie Guerin,Guard,"'6'4""",195,Iona,USA
Mouhamed Gueye,Forward,"'6'10""",210,Washington State,Senegal
Tom Gugliotta,Forward,"'6'10""",250,North Carolina State,USA
Andres Guibert,Center,"'6'10""",225,Cantera Instituto,Cuba
Jay Guidinger,Center,"'6'10""",255,Minnesota-Duluth,USA
Coulby Gunther,Forward,"'6'4""",190,Boston College,USA
Dave Gunther,Forward,"'6'7""",190,Iowa,USA
Al Guokas,Forward,"'6'5""",200,St. Joseph's (PA),USA
Matt Guokas,Guard,"'6'6""",175,St. Joseph's (PA),USA
Matt Guokas,Guard,"'6'3""",195,St. Joseph's (PA),USA
Jorge Gutierrez,Guard,"'6'3""",189,California,Mexico
Kyle Guy,Guard,"'6'1""",167,Virginia,USA
A.J. Guyton,Guard,"'6'2""",185,Indiana,USA
Ha Ha,Center,"'7'3""",305,Yonsei,South Korea
Rui Hachimura,Forward,"'6'8""",230,Gonzaga,Japan
Rudy Hackett,Forward,"'6'9""",210,Syracuse,USA
Hamed Haddadi,Center,"'7'2""",265,Saba Battery,Iran
Scott Haffner,Guard,"'6'3""",180,Evansville,USA
Cliff Hagan,Forward,"'6'4""",210,Kentucky,USA
Glenn Hagan,Guard,"'6'0""",170,St. Bonaventure,USA
Ashton Hagans,Guard-Forward,"'6'3""",190,Kentucky,USA
Bob Hahn,Center,"'6'10""",240,North Carolina State,USA
Al Hairston,Guard,"'6'1""",170,Bowling Green,USA
Happy Hairston,Forward,"'6'7""",225,New York University,USA
Lindsay Hairston,Forward,"'6'7""",180,Michigan State,USA
Malik Hairston,Guard,"'6'6""",220,Oregon,USA
PJ Hairston,Forward-Guard,"'6'6""",230,North Carolina,USA
Marcus Haislip,Forward,"'6'10""",230,Tennessee,USA
Chuck Halbert,Center,"'6'9""",225,West Texas A&M,USA
Harvey Halbrook,Center,"'7'3""",235,Oregon State,USA
Bruce Hale,Guard,"'6'1""",170,Santa Clara,USA
Jack Haley,Forward,"'6'10""",240,UCLA,USA
Tyrese Haliburton,Guard,"'6'5""",185,Iowa State,USA
Shaler Halimon,Guard,"'6'5""",199,Utah State,USA
Devon Hall,Guard,"'6'5""",215,Virginia,USA
Donta Hall,Center,"'6'10""",230,Alabama,USA
Jordan Hall,Guard,"'6'7""",215,St. Joseph's (PA),USA
Josh Hall,Forward,"'6'9""",190,Moravian Prep (NC),USA
Mike Hall,Forward,"'6'8""",230,George Washington,USA
Tyler Hall,Guard,"'6'5""",209,Montana State,USA
Jeff Halliburton,Guard,"'6'5""",193,Drake,USA
Darvin Ham,Forward-Guard,"'6'7""",240,Texas Tech,USA
Steve Hamer,Center,"'7'0""",245,Tennessee,USA
Dale Hamilton,Guard,"'6'0""",180,Franklin,USA
Daniel Hamilton,Guard-Forward,"'6'7""",195,Connecticut,USA
Dennis Hamilton,Forward,"'6'8""",210,Arizona State,USA
Jordan Hamilton,Guard-Forward,"'6'7""",220,Texas,USA
Justin Hamilton,Center,"'7'0""",255,Louisiana State,USA
Ralph Hamilton,Guard,"'6'1""",188,Indiana,USA
Richard Hamilton,Guard,"'6'7""",193,Connecticut,USA
Roylee Hamilton,Guard,"'6'2""",180,UCLA,USA
Steve Hamilton,Forward,"'6'6""",190,Morehead State,USA
Tang Hamilton,Forward,"'6'8""",205,Mississippi State,USA
Thomas Hamilton,Center,"'7'2""",330,Pittsburgh,USA
Zendon Hamilton,Forward-Center,"'6'11""",254,St. John's (NY),USA
Geert Hammink,Forward-Center,"'7'0""",262,Louisiana State,Netherlands
Tom Hammonds,Forward,',,Georgia Tech,USA
AJ Hammons,Center,"'7'0""",260,Purdue,USA
R.J. Hampton,Guard,"'6'4""",175,New Zealand Breakers,USA
Darrin Hancock,Forward,"'6'7""",205,Kansas,USA
Ben Handlogten,Center,"'6'10""",240,Western Michigan,USA
Cecil Hankins,Guard,"'6'1""",175,Oklahoma State,USA
Phil Hankinson,Forward,"'6'8""",195,Pennsylvania,USA
Dusty Hannahs,Guard,"'6'3""",210,Arkansas,USA
Alex Hannum,Forward,"'6'7""",210,Southern California,USA
Don Hanrahan,Forward,"'6'7""",200,Loyola-Chicago,USA
Rollen Hans,Guard,"'6'2""",210,Long Island-Brooklyn,USA
Ben Hansbrough,Guard,"'6'3""",203,Notre Dame,USA
Tyler Hansbrough,,',,North Carolina,USA
Bob Hansen,Guard,"'6'6""",190,Iowa,USA
Glenn Hansen,Guard,"'6'4""",205,Louisiana State,USA
Lars Hansen,Center,"'6'10""",225,Washington,USA
Travis Hansen,Guard-Forward,"'6'6""",205,Brigham Young,USA
Reggie Hanson,Forward,"'6'8""",195,Kentucky,USA
Bill Hanzlik,Forward,"'6'7""",185,Notre Dame,USA
Luke Harangody,Forward,"'6'7""",245,Notre Dame,USA
Anfernee Hardaway,Forward,"'6'7""",215,Memphis,USA
Tim Hardaway,Guard,"'6'0""",195,Texas-El Paso,USA
Tim Hardaway Jr.,Guard-Forward,"'6'5""",205,Michigan,USA
James Harden,Guard,"'6'5""",220,Arizona State,USA
Reggie Harding,Center,"'7'0""",249,Eastern HS (MI),USA
Charlie Hardnett,Forward,"'6'8""",225,Grambling,USA
Alan Hardy,Guard,"'6'6""",195,Michigan,USA
Jaden Hardy,Guard,"'6'3""",198,NBA G League Ignite,USA
James Hardy,Forward,"'6'8""",220,San Francisco,USA
John Hargis,Guard,"'6'2""",180,Texas,USA
Maurice Harkless,Forward-Guard,"'6'7""",220,"St. John's, N.Y.",USA
Jerry Harkness,Guard,"'6'2""",175,Loyola-Chicago,USA
Skip Harlicka,Guard,"'6'1""",185,South Carolina,USA
Jerome Harmon,Guard,"'6'4""",190,Louisville,USA
Derek Harper,Guard,"'6'4""",206,Illinois,USA
Jared Harper,Guard,"'5'10""",175,Auburn,USA
Justin Harper,Forward,"'6'10""",225,Richmond,USA
Mike Harper,Center,"'6'10""",195,North Park,USA
Ron Harper,Guard,"'6'6""",215,Miami (Ohio),USA
Ron Harper Jr.,Guard-Forward,"'6'4""",233,Rutgers,USA
Matt Harpring,Forward,"'6'7""",230,Georgia Tech,USA
Montrezl Harrell,Forward-Center,"'6'7""",240,Louisville,USA
Josh Harrellson,Forward-Center,"'6'10""",275,Kentucky,USA
Adam Harrington,Guard,"'6'5""",200,Auburn,USA
Al Harrington,Forward,"'6'9""",245,St. Patrick HS (NJ),USA
Junior Harrington,Guard,"'6'4""",190,Wingate,USA
Othella Harrington,Forward-Center,"'6'9""",235,Georgetown,USA
Art Harris,Guard,"'6'4""",185,Stanford,USA
Bernie Harris,Forward,"'6'10""",200,Virginia Commonwealth,USA
Bob Harris,Forward,"'6'7""",195,Oklahoma State,USA
Chris Harris,Guard,"'6'3""",190,Dayton,USA
Devin Harris,Guard,"'6'3""",185,Wisconsin,USA
Elias Harris,Forward,"'6'8""",239,Gonzaga,Germany
Gary Harris,Guard,"'6'4""",210,Michigan State,USA
Jalen Harris,Guard,"'6'5""",195,Nevada,USA
Joe Harris,Guard-Forward,"'6'6""",220,Virginia,USA
Kevon Harris,Guard,"'6'5""",216,Stephen F. Austin,USA
Lucious Harris,Guard,"'6'5""",205,Long Beach State,USA
Manny Harris,Guard,"'6'5""",185,Michigan,USA
Mike Harris,Forward,"'6'6""",242,Rice,USA
Steve Harris,Guard,"'6'5""",195,Tulsa,USA
Terrel Harris,Guard,"'6'4""",190,Oklahoma State,USA
Tobias Harris,Forward,"'6'8""",226,Tennessee,USA
Tony Harris,Guard,"'6'3""",190,New Orleans,USA
Aaron Harrison,Guard,"'6'6""",210,Kentucky,USA
Andrew Harrison,Guard,"'6'6""",213,Kentucky,USA
Bob Harrison,Guard,"'6'1""",190,Michigan,USA
David Harrison,Center,"'7'0""",280,Colorado,USA
Shaquille Harrison,Guard,"'6'4""",195,Tulsa,USA
Jason Hart,Guard,"'6'3""",180,Syracuse,USA
Josh Hart,Guard,"'6'4""",215,Villanova,USA
Isaiah Hartenstein,Center-Forward,"'7'0""",250,Zalgiris,Germany
Antonio Harvey,Forward-Center,"'6'11""",250,Pfeiffer,USA
Donnell Harvey,Forward,"'6'8""",220,Florida,USA
Kenny Hasbrouck,Guard,"'6'3""",190,Siena,USA
Scott Haskin,Forward,"'6'11""",250,Oregon State,USA
Clem Haskins,Guard,"'6'3""",195,Western Kentucky,USA
Udonis Haslem,Forward,"'6'7""",235,Florida,USA
Trenton Hassell,Forward-Guard,"'6'5""",227,Austin Peay,USA
Billy Hassett,Guard,"'5'10""",180,Notre Dame,USA
Joey Hassett,Guard,"'6'5""",180,Providence,USA
Scott Hastings,Forward,"'6'10""",235,Arkansas,USA
Kirk Haston,Forward,"'6'9""",242,Indiana,USA
Vern Hatton,Guard,"'6'3""",195,Kentucky,USA
Sam Hauser,Forward,"'6'7""",217,Virginia,USA
John Havlicek,Forward,"'6'5""",203,Ohio State,USA
Spencer Hawes,Forward-Center,"'7'1""",245,Washington,USA
Steve Hawes,Center,"'6'9""",220,Washington,USA
Connie Hawkins,Forward,"'6'8""",210,Iowa,USA
Hersey Hawkins,Guard,"'6'3""",200,Bradley,USA
Jordan Hawkins,Guard,"'6'5""",190,Connecticut,USA
Juaquin Hawkins,Forward,"'6'7""",205,Long Beach State,USA
Marshall Hawkins,Forward,"'6'3""",205,Tennessee,USA
Michael Hawkins,Guard,',,Xavier,USA
Robert Hawkins,Guard,"'6'4""",190,Illinois State,USA
Tom Hawkins,Forward,"'6'5""",210,Notre Dame,USA
Nate Hawthorne,Guard,"'6'4""",190,Southern Illinois,USA
Chuck Hayes,Forward-Center,"'6'6""",240,Kentucky,USA
Elvin Hayes,Forward,"'6'9""",235,Houston,USA
Jarvis Hayes,Forward,"'6'8""",228,Georgia,USA
Jaxson Hayes,Center-Forward,"'7'0""",220,Texas,USA
Killian Hayes,Guard,"'6'5""",195,Ratiopharm Ulm,France
Nigel Hayes,Forward,"'6'7""",254,Wisconsin,USA
Steve Hayes,Center,"'7'0""",205,Idaho State,USA
Gordon Hayward,Forward,"'6'7""",225,Butler,USA
Lazar Hayward,Forward,"'6'6""",225,Marquette,USA
Brendan Haywood,Center,"'7'0""",263,North Carolina,USA
Spencer Haywood,Forward,"'6'8""",225,Detroit,USA
John W. Hazen,Guard,"'6'2""",172,Indiana State,USA
Walt Hazzard,Guard,"'6'2""",185,UCLA,USA
Luther Head,Guard,"'6'3""",185,Illinois,USA
Shane Heal,Guard,"'6'0""",180,Sydney Kings,Australia
Brian Heaney,Guard,"'6'2""",180,Acadia (CAN),USA
Garfield Heard,Forward,"'6'6""",219,Oklahoma,USA
Reggie Hearn,Guard,"'6'5""",210,Northwestern,USA
Herm Hedderick,Guard,"'6'5""",170,Canisius,USA
Alvin Heggs,Forward,"'6'8""",225,Texas,USA
Tom Heinsohn,Forward,"'6'7""",218,Holy Cross,USA
Dick Hemric,Forward,"'6'6""",220,Wake Forest,USA
Alan Henderson,Forward-Center,"'6'9""",240,Indiana,USA
Cedric Henderson,Forward,"'6'7""",225,Memphis,USA
Cedric Henderson,Forward,"'6'8""",210,Georgia,USA
Dave Henderson,Guard,"'6'5""",195,Duke,USA
Gerald Henderson,Guard,"'6'2""",175,Virginia Commonwealth,USA
Gerald Henderson,Guard,"'6'5""",215,Duke,USA
J.R. Henderson,Forward,"'6'8""",233,UCLA,USA
Jerome Henderson,Forward,"'6'11""",230,New Mexico,USA
Kevin Henderson,Guard,"'6'4""",195,California State-Fullerton,USA
Scoot Henderson,Guard,"'6'3""",202,NBA G League Ignite,USA
Tom Henderson,Guard,"'6'3""",190,Hawaii,USA
Taylor Hendricks,Forward,"'6'9""",215,Central Florida,USA
Mark Hendrickson,Forward,"'6'9""",220,Washington State,USA
Larry Hennessy,Guard,"'6'3""",185,Villanova,USA
Don Henriksen,Forward,"'6'7""",225,California,USA
Aaron Henry,Forward,"'6'5""",210,Michigan State,USA
Al Henry,Center,"'6'9""",190,Wisconsin,USA
Bill Henry,Center,"'6'9""",215,Rice,USA
Carl Henry,Guard,"'6'6""",205,Kansas,USA
Conner Henry,Guard,"'6'7""",195,California-Santa Barbara,USA
Myke Henry,Forward,"'6'6""",210,DePaul,USA
Skeeter Henry,Guard,"'6'7""",190,Oklahoma,USA
Xavier Henry,Forward-Guard,"'6'6""",220,Kansas,USA
John Henson,Forward-Center,"'6'9""",219,North Carolina,USA
Steve Henson,Guard,"'5'11""",177,Kansas State,USA
Bill Herman,Guard,"'6'3""",170,Mount Union,USA
Clarence Hermsen,Center,"'6'9""",225,Minnesota,USA
Dewan Hernandez,Center-Forward,"'6'10""",235,Miami,USA
Juancho Hernangomez,Forward,"'6'9""",214,Estudiantes,Spain
Willy Hernangomez,Center-Forward,"'6'11""",250,Cajasol Sevilla,Spain
Chris Herren,Guard,"'6'2""",190,Fresno State,USA
Carl Herrera,,',,Houston,USA
Walter Herrmann,Forward,"'6'9""",225,Malaga,Argentina
Tyler Herro,Guard,"'6'5""",195,Kentucky,USA
Keith Herron,Guard,"'6'6""",195,Villanova,USA
Sidney Hertzberg,Guard,"'5'10""",175,City College of New York,USA
Kevin Hervey,Forward,"'6'9""",230,Texas-Arlington,USA
Fred Hetzel,Forward,"'6'8""",220,Davidson,USA
Bill Hewitt,Forward,"'6'7""",210,Southern California,USA
Jack Hewson,Forward,"'6'6""",195,Temple,USA
Art Heyman,Guard,"'6'5""",205,Duke,USA
Mario Hezonja,Forward-Guard,"'6'8""",220,FC Barcelona,Croatia
Roy Hibbert,Center,"'7'2""",270,Georgetown,USA
Matthew Hickey,Guard,"'5'11""",180,Hoboken HS (NJ),USA
Isaiah Hicks,Forward,"'6'9""",230,North Carolina,USA
Phil Hicks,Forward,"'6'7""",205,Tulane,USA
JJ Hickson,Center-Forward,"'6'9""",242,North Carolina State,USA
Buddy Hield,Guard,"'6'4""",220,Oklahoma,Bahamas
Cory Higgins,Guard,"'6'5""",180,Colorado,USA
Mike Higgins,Forward,"'6'9""",220,Northern Colorado,USA
Rod Higgins,Forward,"'6'7""",200,Fresno State,USA
Sean Higgins,Forward,"'6'9""",205,Michigan,USA
Kenny Higgs,Guard,"'6'0""",180,Louisiana State,USA
Johnny High,Guard,"'6'3""",185,Nevada,USA
Haywood Highsmith,Forward,"'6'5""",220,Wheeling Jesuit,USA
Wayne Hightower,Forward,"'6'8""",192,Kansas,USA
Armond Hill,Guard,"'6'4""",190,Princeton,USA
Cleo Hill,Guard,"'6'1""",185,Winston-Salem State,USA
Gary Hill,Guard,"'6'4""",185,Oklahoma City,USA
George Hill,Guard,"'6'4""",188,Indiana-Purdue Indianapolis,USA
Grant Hill,Forward,"'6'8""",225,Duke,USA
Herbert Hill,Forward-Center,"'6'10""",240,Providence,USA
Jordan Hill,Forward-Center,"'6'10""",240,Arizona,USA
Malcolm Hill,Forward,"'6'6""",220,Illinois,USA
Solomon Hill,Forward,"'6'6""",226,Arizona,USA
Steven Hill,Center,"'7'0""",245,Arkansas,USA
Tyrone Hill,Forward,"'6'9""",250,Xavier,USA
Art Hillhouse,Center,"'6'7""",220,Long Island-Brooklyn,USA
Darrun Hilliard,Guard,"'6'6""",220,Villanova,USA
Darnell Hillman,Forward,"'6'9""",215,San Jose State,USA
Fred Hilton,Guard,"'6'3""",185,Grambling,USA
Kirk Hinrich,Guard,"'6'4""",190,Kansas,USA
Roy Hinson,Center,"'6'9""",210,Rutgers,USA
Nate Hinton,Guard-Forward,"'6'5""",210,Houston,USA
Mel Hirsch,Guard,"'5'6""",165,Brooklyn,USA
Lew Hitch,Forward,"'6'8""",200,Kansas State,USA
Robert Hite,Guard,"'6'2""",184,Miami,USA
Jaylen Hoard,Forward,"'6'8""",216,Wake Forest,France
Darington Hobson,Guard,"'6'7""",210,New Mexico,USA
D'Moi Hodge,Guard,"'6'3""",188,Missouri,British Virgin Islands
Donald Hodge,Forward,"'7'0""",230,Temple,USA
Julius Hodge,Guard,"'6'7""",220,North Carolina State,USA
Craig Hodges,Guard,"'6'2""",190,Long Beach State,USA
Adolph Hoefer,Guard,"'5'9""",158,Queens,USA
"Bear, The Body Hoffman",Guard,"'6'2""",195,Purdue,USA
Bob Hogsett,Forward,"'6'7""",230,Tennessee,USA
Paul Hogue,Center,"'6'9""",240,Cincinnati,USA
Fred Hoiberg,Guard,"'6'5""",210,Iowa State,USA
Doug Holcomb,Forward,"'6'4""",200,Wisconsin,USA
Randy Holcomb,Forward,"'6'9""",220,San Diego State,USA
Aaron Holiday,Guard,"'6'0""",185,UCLA,USA
Jrue Holiday,Guard,"'6'4""",205,UCLA,USA
Justin Holiday,Forward-Guard,"'6'6""",180,Washington,USA
Brad Holland,Guard,"'6'3""",180,UCLA,USA
Joe Holland,Forward,"'6'4""",185,Kentucky,USA
John Holland,Guard,"'6'5""",205,Boston University,USA
Wilbur Holland,Guard,"'6'0""",175,New Orleans,USA
Lionel Hollins,Guard,"'6'3""",185,Arizona State,USA
Ryan Hollins,Center,"'7'0""",240,UCLA,USA
Essie Hollis,Forward,"'6'6""",195,St. Bonaventure,USA
Rondae Hollis-Jefferson,Forward,"'6'6""",217,Arizona,USA
Richaun Holmes,Forward,"'6'9""",235,Bowling Green,USA
Chet Holmgren,Center-Forward,"'7'1""",208,Gonzaga,USA
Jim Holstein,Forward,"'6'3""",180,Cincinnati,USA
Alvin Holt,Forward,"'6'7""",210,Jackson State,USA
Michael Holton,Guard,"'6'4""",185,UCLA,USA
Dick Holub,Center,"'6'6""",205,Long Island-Brooklyn,USA
Joe Holup,Forward,"'6'6""",215,George Washington,USA
Red Holzman,Guard,"'5'10""",175,City College of New York,USA
Caleb Homesley,Guard,"'6'6""",205,Liberty,USA
Jerald Honeycutt,Forward-Guard,"'6'9""",254,Tulane,USA
Tyler Honeycutt,Forward,"'6'8""",188,UCLA,USA
Derek Hood,Forward,"'6'8""",222,Arkansas,USA
Rodney Hood,Guard-Forward,"'6'8""",208,Duke,USA
Jalen Hood-Schifino,Guard,"'6'5""",215,Indiana,USA
Tom Hoover,Center,"'6'9""",230,Villanova,USA
Bob Hopkins,Center,"'6'8""",205,Grambling,USA
Dave Hoppen,Center,"'6'11""",235,Nebraska,USA
Dennis Hopson,Forward,"'6'5""",200,Ohio State,USA
Scotty Hopson,Guard-Forward,"'6'7""",204,Tennessee,USA
Johnny Horan,Forward,"'6'8""",190,Dayton,USA
Cedrick Hordges,Center,"'6'8""",220,South Carolina,USA
Al Horford,Center-Forward,"'6'9""",240,Florida,Dominican Republic
Tito Horford,Center,"'7'1""",245,Miami,USA
Ron Horn,Forward,"'6'7""",220,Indiana,USA
Jeff Hornacek,Guard,"'6'4""",190,Iowa State,USA
Dennis Horner,Forward,"'6'9""",230,North Carolina State,USA
Robert Horry,Forward-Center,"'6'10""",240,Alabama,USA
Ed Horton,Center,"'6'8""",230,Iowa,USA
Talen Horton-Tucker,Guard,"'6'4""",234,Iowa State,USA
Wilmer Hosket,Forward,"'6'7""",225,Ohio State,USA
Bob Houbregs,Center,"'6'8""",210,Washington,USA
Eddie House,Guard,"'6'1""",190,Arizona State,USA
Danuel House Jr.,Forward-Guard,"'6'6""",220,Texas A&M,USA
Caleb Houstan,Guard,"'6'8""",205,Michigan,Canada
Allan Houston,Guard,"'6'6""",205,Tennessee,USA
Byron Houston,Forward,"'6'5""",250,Oklahoma State,USA
Tom Hovasse,Forward,"'6'8""",205,Penn State,USA
Brian Howard,Forward,"'6'6""",204,North Carolina State,USA
Dwight Howard,Center-Forward,"'6'10""",265,SW Atlanta Christian Academy (GA),USA
Greg Howard,Forward,"'6'9""",215,New Mexico,USA
Jett Howard,Guard,"'6'6""",215,Michigan,USA
Josh Howard,Forward-Guard,"'6'7""",210,Wake Forest,USA
Juwan Howard,Forward,"'6'9""",250,Michigan,USA
Markus Howard,Guard,"'5'10""",175,Marquette,USA
Mo Howard,Guard,"'6'2""",170,Maryland,USA
Otis Howard,Forward,"'6'7""",220,Austin Peay,USA
Stephen Howard,Forward,"'6'9""",225,DePaul,USA
William Howard,Forward-Guard,"'6'8""",207,Limoges,France
Bailey Howell,Forward,"'6'7""",210,Mississippi State,USA
Bob Hubbard,Center,"'6'6""",215,Springfield,USA
Phil Hubbard,Forward,"'6'8""",215,Michigan,USA
Trevor Hudgins,Guard,"'6'0""",180,N.W. Missouri,USA
Lester Hudson,Guard,"'6'3""",190,Tennessee-Martin,USA
Lou Hudson,Forward,"'6'5""",210,Minnesota,USA
Troy Hudson,Guard,"'6'1""",178,Southern Illinois,USA
Marcelo Huertas,Guard,"'6'3""",200,FC Barcelona,Brazil
Kevin Huerter,Guard-Forward,"'6'7""",198,Maryland,USA
Josh Huestis,Guard,"'6'7""",230,Stanford,USA
Jay Huff,Center,"'7'1""",240,Virginia,USA
Nate Huffman,Center,"'7'1""",245,Central Michigan,USA
Alfredrick Hughes,Forward,"'6'5""",215,Loyola-Chicago,USA
Eddie Hughes,Guard,"'5'10""",165,Colorado State,USA
Elijah Hughes,Guard,"'6'5""",215,Syracuse,USA
Kim Hughes,Center,"'6'11""",220,Wisconsin,USA
Larry Hughes,Guard,"'6'5""",185,St. Louis,USA
Rick Hughes,Forward,"'6'9""",235,Thomas More,USA
Robbie Hummel,Forward,"'6'9""",219,Purdue,USA
John Hummer,Forward,"'6'9""",230,Princeton,USA
Ryan Humphrey,Forward,"'6'8""",235,Notre Dame,USA
Isaac Humphries,Center,"'7'0""",260,Kentucky,Australia
Jay Humphries,Guard,"'6'3""",185,Colorado,USA
Kris Humphries,Forward,"'6'9""",235,Minnesota,USA
Rod Hundley,Guard,"'6'4""",185,West Virginia,USA
Feron Hunt,Forward,"'6'8""",195,Southern Methodist,USA
Brandon Hunter,Forward,"'6'7""",266,Ohio,USA
Cedric Hunter,Forward,"'6'0""",180,Kansas,USA
Chris Hunter,Center-Forward,"'6'11""",240,Michigan,USA
De'Andre Hunter,Forward-Guard,"'6'8""",221,Virginia,USA
Les Hunter,Forward,"'6'7""",210,Loyola-Chicago,USA
Lindsey Hunter,Guard,"'6'2""",195,Jackson State,USA
Othello Hunter,,',,Ohio State,USA
RJ Hunter,Guard,"'6'5""",185,Georgia State,USA
Steven Hunter,Center,"'7'0""",240,DePaul,USA
Vincent Hunter,Forward,"'6'8""",208,Texas-El Paso,USA
Bobby Hurley,Guard,"'6'0""",165,Duke,USA
Roy Hurley,Forward,"'6'2""",170,Murray State,USA
Geoff Huston,Guard,"'6'2""",175,Texas Tech,USA
Paul Huston,Forward,"'6'3""",175,Ohio State,USA
Mel Hutchins,Forward,"'6'6""",200,Brigham Young,USA
Chandler Hutchison,Forward-Guard,"'6'6""",210,Boise State,USA
Joe Hutton,Guard,"'6'1""",170,Hamline,USA
Greg Hyder,Forward,"'6'6""",215,Eastern New Mexico,USA
Bones Hyland,Guard,"'6'2""",169,Virginia Commonwealth,USA
Marc Iavaroni,Forward,"'6'10""",210,Virginia,USA
Serge Ibaka,Forward,"'6'11""",235,Ricoh Manresa,Democratic Republic of the Congo
Andre Iguodala,Guard-Forward,"'6'6""",215,Arizona,USA
Zydrunas Ilgauskas,Center,"'7'3""",260,Atletas Kaunas,Lithuania
Mile Ilic,Center,"'7'1""",255,FMP,Serbia
Ersan Ilyasova,Forward,"'6'9""",235,FC Barcelona,Turkey
Darrall Imhoff,Center,"'6'10""",220,California,USA
Tom Ingelsby,Guard,"'6'3""",180,Villanova,USA
Joe Ingles,Forward-Guard,"'6'9""",220,Maccabi Tel Aviv,Australia
Damien Inglis,Forward,"'6'8""",246,Chorale Roanne,France
Andre Ingram,Guard,"'6'3""",190,American University,USA
Brandon Ingram,Forward,"'6'8""",190,Duke,USA
Joel Ingram,Forward,"'6'0""",210,Jackson State,USA
Byron Irvin,Guard,"'6'5""",190,Missouri,USA
Kyrie Irving,Guard,"'6'2""",195,Duke,Australia
Jonathan Isaac,Forward,"'6'10""",230,Florida State,USA
Dan Issel,Center,"'6'9""",235,Kentucky,USA
Mike Iuzzolino,Guard,"'5'10""",175,St. Francis (PA),USA
Allen Iverson,Guard,"'6'0""",165,Georgetown,USA
Jaden Ivey,Guard,"'6'4""",195,Purdue,USA
Royal Ivey,Guard,"'6'4""",200,Texas,USA
Wes Iwundu,Forward,"'6'6""",195,Kansas State,USA
Jarrett Jack,Guard,"'6'3""",200,Georgia Tech,USA
Aaron Jackson,Guard,"'6'3""",183,Duquesne,USA
Al Jackson,Guard,"'6'1""",185,Wilberforce,USA
Bobby Jackson,Guard,"'6'1""",185,Minnesota,USA
Cedric Jackson,Guard,"'6'3""",190,Cleveland State,USA
Darnell Jackson,Forward,"'6'9""",253,Kansas,USA
Demetrius Jackson,Guard,"'6'1""",201,Notre Dame,USA
Frank Jackson,Guard,"'6'3""",205,Duke,USA
GG Jackson,Forward,"'6'9""",210,South Carolina,USA
Greg Jackson,Guard,"'6'0""",180,Guilford,USA
Isaiah Jackson,Forward,"'6'9""",205,Kentucky,USA
Jaren Jackson,Guard,"'6'6""",225,Georgetown,USA
Jermaine Jackson,Guard,"'6'5""",204,Detroit,USA
Jim Jackson,Forward-Guard,"'6'6""",220,Ohio State,USA
Josh Jackson,Guard-Forward,"'6'8""",207,Kansas,USA
Justin Jackson,Forward,"'6'8""",220,North Carolina,USA
Lucious Jackson,Forward,"'6'9""",240,Texas-Pan American,USA
Luke Jackson,Forward-Guard,"'6'7""",215,Oregon,USA
Marc Jackson,Forward,"'6'10""",253,Temple,USA
Mark Jackson,Guard,"'6'3""",195,St. John's (NY),USA
Michael Jackson,Guard,"'6'2""",183,Georgetown,USA
Myron Jackson,Guard,"'6'3""",185,Arkansas-Little Rock,USA
Phil Jackson,Forward,"'6'8""",220,North Dakota,USA
Pierre Jackson,Guard,"'5'10""",180,Baylor,USA
Quenton Jackson,Guard,"'6'5""",173,Texas A&M,USA
Ralph Jackson,Guard,"'6'2""",190,UCLA,USA
Randell Jackson,Forward,"'6'11""",215,Florida State,USA
Reggie Jackson,Guard,"'6'2""",208,Boston College,USA
Stanley Jackson,Guard,"'6'3""",185,Alabama-Birmingham,USA
Stephen Jackson,Guard-Forward,"'6'8""",220,Butler C.C. (KS),USA
